Date,KO,PEP
2017-06-27,35.059913635253906,90.38536834716797
2017-06-28,35.27003860473633,90.72838592529297
2017-06-29,34.88869857788086,89.7928695678711
2017-06-30,34.90427017211914,90.0345687866211
2017-07-03,34.834232330322266,89.9955825805664
2017-07-05,34.880924224853516,89.88643646240234
2017-07-06,34.554054260253906,89.7539291381836
2017-07-07,34.5462760925293,90.05013275146484
2017-07-10,34.538490295410156,89.08344268798828
2017-07-11,34.499576568603516,88.67027282714844
2017-07-12,34.63966369628906,89.4732666015625
2017-07-13,34.57741928100586,88.88855743408203
2017-07-14,34.771968841552734,89.59799194335938
2017-07-17,34.81087112426758,89.59799194335938
2017-07-18,34.76417541503906,89.66036224365234
2017-07-19,34.88869857788086,89.9176254272461
2017-07-20,34.880924224853516,90.05013275146484
2017-07-21,35.044342041015625,90.92327880859375
2017-07-24,34.896488189697266,90.53349304199219
2017-07-25,35.207786560058594,90.782958984375
2017-07-26,35.59689712524414,91.3598403930664
2017-07-27,35.892635345458984,91.47682189941406
2017-07-28,35.807029724121094,90.90769958496094
2017-07-31,35.674720764160156,90.90769958496094
2017-08-01,35.56577682495117,90.36976623535156
2017-08-02,35.48017501831055,90.12810516357422
2017-08-03,35.54242706298828,90.66600799560547
2017-08-04,35.41012191772461,90.72058868408203
2017-08-07,35.519073486328125,91.1805648803711
2017-08-08,35.48794937133789,90.98564147949219
2017-08-09,35.48017501831055,90.92327880859375
2017-08-10,35.59689712524414,90.72838592529297
2017-08-11,35.48017501831055,90.82974243164062
2017-08-14,35.64358901977539,91.86656951904297
2017-08-15,35.947105407714844,92.74752807617188
2017-08-16,35.95489501953125,92.848876953125
2017-08-17,35.69029235839844,92.29534912109375
2017-08-18,35.54242706298828,91.67948150634766
2017-08-21,35.55020523071289,92.19400787353516
2017-08-22,35.48794937133789,91.92893981933594
2017-08-23,35.441261291503906,91.43779754638672
2017-08-24,35.340087890625,90.6036376953125
2017-08-25,35.464603424072266,90.31517791748047
2017-08-28,35.347869873046875,90.07355499267578
2017-08-29,35.3712158203125,90.30741119384766
2017-08-30,35.32451629638672,90.39769744873047
2017-08-31,35.449039459228516,90.85301971435547
2017-09-01,35.62803268432617,90.93936920166016
2017-09-05,35.73699188232422,90.9629135131836
2017-09-06,35.768123626708984,91.3397445678711
2017-09-07,36.017154693603516,91.84217071533203
2017-09-08,36.03272247314453,90.31133270263672
2017-09-11,36.20393753051758,90.82164001464844
2017-09-12,36.35957717895508,90.2799301147461
2017-09-13,36.4763298034668,89.8481674194336
2017-09-14,36.17039489746094,89.64404296875
2017-09-15,36.22529220581055,90.16217803955078
2017-09-18,36.17039489746094,90.2720947265625
2017-09-19,36.06840896606445,89.87956237792969
2017-09-20,35.91151809692383,89.1651840209961
2017-09-21,35.613433837890625,88.55284881591797
2017-09-22,35.68403625488281,87.80703735351562
2017-09-25,35.84092712402344,87.8777084350586
2017-09-26,35.74679183959961,87.77565002441406
2017-09-27,35.01726531982422,87.21827697753906
2017-09-28,35.229068756103516,87.64219665527344
2017-09-29,35.30751037597656,87.47734832763672
2017-10-02,35.14276885986328,85.66389465332031
2017-10-03,35.44870376586914,85.6717300415039
2017-10-04,35.69188690185547,85.83659362792969
2017-10-05,35.70757293701172,86.70799255371094
2017-10-06,35.68403625488281,86.66875457763672
2017-10-09,35.621280670166016,86.36259460449219
2017-10-10,35.98212814331055,86.9670639038086
2017-10-11,36.16254806518555,87.5401382446289
2017-10-12,36.17039489746094,88.27808380126953
2017-10-13,36.22529220581055,88.41153717041016
2017-10-16,36.57045364379883,89.15731048583984
2017-10-17,36.492008209228516,88.07395935058594
2017-10-18,36.39788055419922,87.88553619384766
2017-10-19,36.54692077636719,88.4507827758789
2017-10-20,36.3821907043457,87.61865234375
2017-10-23,36.335113525390625,87.68144989013672
2017-10-24,36.22529220581055,86.94349670410156
2017-10-25,36.12332534790039,86.40966033935547
2017-10-26,36.264522552490234,86.92779541015625
2017-10-27,36.138999938964844,86.82573699951172
2017-10-30,35.97428894042969,86.07994842529297
2017-10-31,36.06840896606445,86.53527069091797
2017-11-01,35.927215576171875,86.45677947998047
2017-11-02,35.98997116088867,86.39398193359375
2017-11-03,36.060569763183594,86.52745819091797
2017-11-06,35.66834259033203,85.77376556396484
2017-11-07,36.03702926635742,86.72367095947266
2017-11-08,36.22529220581055,87.92479705810547
2017-11-09,36.264522552490234,87.51659393310547
2017-11-10,36.5076904296875,88.51358032226562
2017-11-13,36.64890670776367,89.52629852294922
2017-11-14,37.205841064453125,90.87657165527344
2017-11-15,36.719486236572266,90.35842895507812
2017-11-16,36.51553726196289,90.46048736572266
2017-11-17,35.85661697387695,90.02872467041016
2017-11-20,35.660499572753906,90.20928192138672
2017-11-21,35.91151809692383,91.10423278808594
2017-11-22,35.958595275878906,90.34273529052734
2017-11-24,35.98997116088867,90.98649597167969
2017-11-27,36.00564956665039,90.94719696044922
2017-11-28,35.950748443603516,91.66947174072266
2017-11-29,35.69188690185547,91.72440338134766
2017-11-30,36.19804000854492,92.10780334472656
2017-12-01,36.35621643066406,92.31333923339844
2017-12-04,36.56184005737305,92.8508529663086
2017-12-05,36.5855598449707,92.9536361694336
2017-12-06,36.73582458496094,93.98917388916016
2017-12-07,36.205936431884766,92.27383422851562
2017-12-08,35.83424377441406,92.14732360839844
2017-12-11,35.85005187988281,92.7955093383789
2017-12-12,35.818416595458984,92.80343627929688
2017-12-13,36.30085372924805,93.11962890625
2017-12-14,36.40366744995117,93.29353332519531
2017-12-15,36.53019332885742,94.24211120605469
2017-12-18,36.32457733154297,93.3172378540039
2017-12-19,36.482749938964844,93.75993347167969
2017-12-20,36.44321060180664,94.08401489257812
2017-12-21,36.06357955932617,93.4832763671875
2017-12-22,36.05568313598633,93.75200653076172
2017-12-26,36.229671478271484,93.98127746582031
2017-12-27,36.32457733154297,94.30537414550781
2017-12-28,36.15849685668945,94.34489440917969
2017-12-29,36.2850341796875,94.79544830322266
2018-01-02,36.01614761352539,93.32515716552734
2018-01-03,35.93705368041992,93.08010864257812
2018-01-04,36.44321060180664,93.5385971069336
2018-01-05,36.43528747558594,93.80738067626953
2018-01-08,36.37993621826172,93.26982879638672
2018-01-09,36.56184005737305,93.34095764160156
2018-01-10,36.43528747558594,92.86668395996094
2018-01-11,36.41157531738281,92.39238739013672
2018-01-12,36.49856948852539,92.78762817382812
2018-01-16,36.79909896850586,93.16706848144531
2018-01-17,37.02845001220703,94.21047973632812
2018-01-18,37.07589340209961,94.10774230957031
2018-01-19,37.29734420776367,94.99309539794922
2018-01-22,37.47134017944336,96.05233001708984
2018-01-23,37.526702880859375,95.8863296508789
2018-01-24,37.82722473144531,95.7598648071289
2018-01-25,37.835140228271484,95.57015228271484
2018-01-26,38.380836486816406,96.2499771118164
2018-01-29,37.72441482543945,94.59783935546875
2018-01-30,37.49506378173828,94.77174377441406
2018-01-31,37.63741683959961,95.09584045410156
2018-02-01,37.526702880859375,95.09584045410156
2018-02-02,36.957279205322266,93.80738067626953
2018-02-05,35.502071380615234,90.4793930053711
2018-02-06,35.328086853027344,89.7679443359375
2018-02-07,35.241092681884766,89.72053527832031
2018-02-08,34.086421966552734,87.0723876953125
2018-02-09,34.11014175415039,87.88658142089844
2018-02-12,34.77446365356445,88.47948455810547
2018-02-13,34.94847106933594,88.64546966552734
2018-02-14,34.877288818359375,86.2502670288086
2018-02-15,35.41508102416992,87.72058868408203
2018-02-16,35.5732536315918,87.7917251586914
2018-02-20,34.79029083251953,86.54276275634766
2018-02-21,34.27622985839844,85.3728256225586
2018-02-22,34.418582916259766,86.36884307861328
2018-02-23,34.82984161376953,86.70085906982422
2018-02-26,34.821922302246094,87.69686126708984
2018-02-27,34.4976692199707,87.6573486328125
2018-02-28,34.18132400512695,86.74038696289062
2018-03-01,34.347408294677734,86.09935760498047
2018-03-02,34.576759338378906,86.83195495605469
2018-03-05,34.711204528808594,87.14251708984375
2018-03-06,34.742835998535156,87.261962890625
2018-03-07,34.655845642089844,87.46902465820312
2018-03-08,35.15409469604492,89.25279235839844
2018-03-09,35.44670867919922,89.619140625
2018-03-12,35.21735763549805,89.78633880615234
2018-03-13,35.248992919921875,90.4632568359375
2018-03-14,34.92985916137695,89.67487335205078
2018-03-15,34.84208297729492,89.18113708496094
2018-03-16,34.67454528808594,88.90242004394531
2018-03-19,34.51496505737305,87.88313293457031
2018-03-20,34.43519973754883,87.51679992675781
2018-03-21,34.307533264160156,86.59307098388672
2018-03-22,34.116050720214844,85.95598602294922
2018-03-23,33.772972106933594,84.53057098388672
2018-03-26,34.06019973754883,85.05613708496094
2018-03-27,34.219764709472656,85.71709442138672
2018-03-28,34.56283950805664,86.94345092773438
2018-03-29,34.650604248046875,86.91954803466797
2018-04-02,34.04423522949219,85.24724578857422
2018-04-03,34.61071014404297,86.15508270263672
2018-04-04,35.29686737060547,87.7397689819336
2018-04-05,35.42451477050781,88.05035400390625
2018-04-06,35.04155731201172,87.03898620605469
2018-04-09,34.96975326538086,87.10271453857422
2018-04-10,35.09740447998047,87.11865997314453
2018-04-11,35.09740447998047,86.5452651977539
2018-04-12,35.12931442260742,86.25064086914062
2018-04-13,35.51228713989258,87.00714874267578
2018-04-16,35.647926330566406,87.53274536132812
2018-04-17,35.8074951171875,86.69657897949219
2018-04-18,35.51228713989258,85.19153594970703
2018-04-19,35.35271453857422,84.06869506835938
2018-04-20,34.8979377746582,81.60802459716797
2018-04-23,35.08942413330078,81.68766021728516
2018-04-24,34.36338424682617,80.77984619140625
2018-04-25,33.85276412963867,80.54891204833984
2018-04-26,34.108070373535156,82.22917175292969
2018-04-27,34.55487060546875,80.9948501586914
2018-04-30,34.47507858276367,80.3816909790039
2018-05-01,33.98041534423828,78.94029235839844
2018-05-02,33.557552337646484,77.42732238769531
2018-05-03,33.421913146972656,77.72190856933594
2018-05-04,33.796905517578125,78.82882690429688
2018-05-07,33.62138366699219,78.22362518310547
2018-05-08,33.358097076416016,77.0769271850586
2018-05-09,33.33415603637695,76.57521057128906
2018-05-10,33.65328598022461,77.45914459228516
2018-05-11,33.62138366699219,77.58655548095703
2018-05-14,33.541595458984375,77.36358642578125
2018-05-15,33.28628921508789,77.08486938476562
2018-05-16,33.1506462097168,77.39545440673828
2018-05-17,33.74903869628906,77.97674560546875
2018-05-18,33.65328598022461,77.65025329589844
2018-05-21,33.8368034362793,79.24291229248047
2018-05-22,33.70914077758789,79.57737731933594
2018-05-23,33.828826904296875,79.99147033691406
2018-05-24,33.76499938964844,79.77647399902344
2018-05-25,33.828826904296875,79.87998962402344
2018-05-29,34.052215576171875,80.50910186767578
2018-05-30,34.41124725341797,81.09040832519531
2018-05-31,34.307533264160156,80.5664291381836
2018-06-01,34.40327072143555,80.5664291381836
2018-06-04,34.698482513427734,80.46195220947266
2018-06-05,34.395301818847656,80.53429412841797
2018-06-06,34.67454528808594,81.03258514404297
2018-06-07,34.65859603881836,81.29773712158203
2018-06-08,35.06549835205078,82.36662292480469
2018-06-11,35.209110260009766,82.94525909423828
2018-06-12,35.432498931884766,83.96589660644531
2018-06-13,35.24900436401367,84.60077667236328
2018-06-14,35.079959869384766,84.48826599121094
2018-06-15,35.51462936401367,86.48130798339844
2018-06-18,35.055809020996094,84.68917846679688
2018-06-19,35.0960578918457,85.15528869628906
2018-06-20,34.82236099243164,85.03474426269531
2018-06-21,34.68552780151367,86.18399047851562
2018-06-22,34.8143196105957,87.09213256835938
2018-06-25,35.079959869384766,87.59037017822266
2018-06-26,34.878719329833984,86.8349380493164
2018-06-27,34.66942596435547,87.01173400878906
2018-06-28,34.99140548706055,87.34123992919922
2018-06-29,35.30533218383789,87.49393463134766
2018-07-02,35.21680450439453,88.02435302734375
2018-07-03,35.40998458862305,87.43766784667969
2018-07-05,35.94931411743164,88.04041290283203
2018-07-06,35.933204650878906,88.04846954345703
2018-07-09,35.74000549316406,86.60186767578125
2018-07-10,36.1988410949707,90.72462463378906
2018-07-11,36.053951263427734,90.44336700439453
2018-07-12,35.95735549926758,89.63166046142578
2018-07-13,36.013702392578125,90.56391143798828
2018-07-16,36.005645751953125,90.7809066772461
2018-07-17,36.424232482910156,92.32392120361328
2018-07-18,36.3195915222168,92.28373718261719
2018-07-19,36.3115348815918,93.03915405273438
2018-07-20,36.448368072509766,93.23204040527344
2018-07-23,36.1827392578125,91.93011474609375
2018-07-24,36.432273864746094,92.21138763427734
2018-07-25,37.10039138793945,92.589111328125
2018-07-26,37.22113800048828,92.42034912109375
2018-07-27,37.196990966796875,91.84168243408203
2018-07-30,37.21309280395508,91.7613525390625
2018-07-31,37.535072326660156,92.42034912109375
2018-08-01,37.34186553955078,91.30326080322266
2018-08-02,37.1728401184082,92.17121124267578
2018-08-03,37.52702331542969,93.46510314941406
2018-08-06,37.551170349121094,94.33304595947266
2018-08-07,37.43042755126953,91.79350280761719
2018-08-08,37.148681640625,91.20684051513672
2018-08-09,37.30968475341797,91.3755874633789
2018-08-10,37.09235763549805,90.70855712890625
2018-08-13,36.891109466552734,90.8291015625
2018-08-14,36.93939971923828,90.89339447021484
2018-08-15,37.09235763549805,91.1746597290039
2018-08-16,37.205039978027344,91.81761169433594
2018-08-17,37.510921478271484,92.3882064819336
2018-08-20,37.615562438964844,92.291748046875
2018-08-21,37.205039978027344,91.39164733886719
2018-08-22,36.97159957885742,90.2022705078125
2018-08-23,36.786468505859375,89.95314025878906
2018-08-24,36.73011779785156,90.12992095947266
2018-08-27,36.778404235839844,90.33888244628906
2018-08-28,36.52082824707031,89.34235382080078
2018-08-29,36.48862838745117,90.04954528808594
2018-08-30,36.1827392578125,89.97724151611328
2018-08-31,35.87685775756836,90.01741790771484
2018-09-04,36.02980041503906,89.20574188232422
2018-09-05,36.52887725830078,90.90947723388672
2018-09-06,36.84280776977539,91.96935272216797
2018-09-07,36.80256271362305,91.353515625
2018-09-10,37.07624053955078,92.02606964111328
2018-09-11,37.04405212402344,91.83161926269531
2018-09-12,37.22113800048828,92.25294494628906
2018-09-13,37.204891204833984,93.17670440673828
2018-09-14,37.33478927612305,92.83638000488281
2018-09-17,37.602684020996094,93.50892639160156
2018-09-18,37.28607940673828,92.35828399658203
2018-09-19,37.31043243408203,92.18814849853516
2018-09-20,37.862449645996094,93.3630599975586
2018-09-21,37.81375503540039,93.11186981201172
2018-09-24,37.39971923828125,90.97265625
2018-09-25,37.08312225341797,90.72958374023438
2018-09-26,37.221134185791016,90.3487548828125
2018-09-27,37.35102844238281,89.9841079711914
2018-09-28,37.49714660644531,90.59185028076172
2018-10-01,37.52962875366211,89.7085952758789
2018-10-02,37.75691604614258,88.09611511230469
2018-10-03,37.23737335205078,87.12373352050781
2018-10-04,37.221134185791016,86.38636779785156
2018-10-05,37.24549102783203,86.28912353515625
2018-10-08,37.73257064819336,87.66664123535156
2018-10-09,37.65949630737305,87.60993194580078
2018-10-10,37.08312225341797,86.9778823852539
2018-10-11,36.23885726928711,85.13040924072266
2018-10-12,36.27131652832031,85.30864715576172
2018-10-15,36.458030700683594,85.59226989746094
2018-10-16,36.92888259887695,87.01840209960938
2018-10-17,37.229251861572266,87.76388549804688
2018-10-18,37.02629852294922,87.45598602294922
2018-10-19,37.610809326171875,89.36827087402344
2018-10-22,37.31855392456055,88.6471176147461
2018-10-23,37.63515090942383,89.23863983154297
2018-10-24,37.935523986816406,91.53179931640625
2018-10-25,37.75691604614258,91.4426498413086
2018-10-26,37.277957916259766,89.4979248046875
2018-10-29,37.71633529663086,91.47505950927734
2018-10-30,38.66614532470703,92.18814849853516
2018-10-31,38.86908721923828,91.06179809570312
2018-11-01,38.75543975830078,90.35685729980469
2018-11-02,38.96650695800781,90.08135223388672
2018-11-05,39.526649475097656,92.69052124023438
2018-11-06,39.867618560791016,93.35496520996094
2018-11-07,40.078678131103516,93.6791000366211
2018-11-08,40.046199798583984,94.04371643066406
2018-11-09,40.33032989501953,95.1943588256836
2018-11-12,40.484580993652344,94.78109741210938
2018-11-13,40.47645950317383,94.91885375976562
2018-11-14,40.39528274536133,94.52180480957031
2018-11-15,40.37904739379883,94.64334869384766
2018-11-16,40.72811508178711,95.89930725097656
2018-11-19,41.00414276123047,96.43411254882812
2018-11-20,40.0867919921875,93.9950942993164
2018-11-21,39.55912780761719,93.41168212890625
2018-11-23,39.7945556640625,93.51702117919922
2018-11-26,39.67278289794922,93.88167572021484
2018-11-27,40.078678131103516,94.35163879394531
2018-11-28,40.35469436645508,96.0208740234375
2018-11-29,40.076499938964844,95.8344955444336
2018-11-30,41.238380432128906,98.80831146240234
2018-12-03,40.657447814941406,96.4098129272461
2018-12-04,40.56742858886719,95.45364379882812
2018-12-06,40.40378189086914,95.42752075195312
2018-12-07,40.166500091552734,94.59442901611328
2018-12-10,40.28923797607422,94.89665222167969
2018-12-11,40.534698486328125,95.79503631591797
2018-12-12,40.27287292480469,95.55817413330078
2018-12-13,40.47743606567383,96.66078186035156
2018-12-14,40.371063232421875,93.06714630126953
2018-12-17,39.54465103149414,92.18505859375
2018-12-18,39.536468505859375,91.34381103515625
2018-12-19,39.19281768798828,89.87372589111328
2018-12-20,38.89826583862305,90.01254272460938
2018-12-21,38.92280197143555,89.36732482910156
2018-12-24,37.60546875,86.59859466552734
2018-12-26,38.40733337402344,88.47708892822266
2018-12-27,38.89006805419922,89.36732482910156
2018-12-28,38.62006378173828,90.13506317138672
2018-12-31,38.742801666259766,90.2330551147461
2019-01-02,38.399139404296875,89.25297546386719
2019-01-03,38.16184997558594,88.41990661621094
2019-01-04,38.92280197143555,90.2330551147461
2019-01-07,38.41550827026367,89.4571762084961
2019-01-08,38.84917449951172,90.31474304199219
2019-01-09,38.104583740234375,87.791015625
2019-01-10,38.51369857788086,88.33008575439453
2019-01-11,38.734622955322266,88.33824920654297
2019-01-14,38.57916259765625,87.6521987915039
2019-01-15,38.92280197143555,89.01612854003906
2019-01-16,38.390968322753906,88.48523712158203
2019-01-17,38.50551223754883,89.20398712158203
2019-01-18,38.955528259277344,89.89820098876953
2019-01-22,39.0455436706543,89.76753234863281
2019-01-23,39.49555969238281,90.43728637695312
2019-01-24,39.020992279052734,89.43266296386719
2019-01-25,38.759159088134766,89.31016540527344
2019-01-28,38.595516204833984,88.87728118896484
2019-01-29,38.7837028503418,89.02427673339844
2019-01-30,39.16008758544922,90.51074981689453
2019-01-31,39.381011962890625,92.02172088623047
2019-02-01,39.84739303588867,91.62970733642578
2019-02-04,40.29741668701172,92.36474609375
2019-02-05,40.30559539794922,92.20958709716797
2019-02-06,40.30559539794922,92.33209991455078
2019-02-07,40.43651580810547,92.36474609375
2019-02-08,40.50196838378906,92.30758666992188
2019-02-11,40.591976165771484,92.2667465209961
2019-02-12,40.63289260864258,92.93646240234375
2019-02-13,40.739253997802734,93.20600891113281
2019-02-14,37.302738189697266,91.95637512207031
2019-02-15,37.016353607177734,94.66795349121094
2019-02-19,36.680877685546875,94.68429565429688
2019-02-20,36.901798248291016,94.60261535644531
2019-02-21,37.523643493652344,94.82312774658203
2019-02-22,37.049072265625,95.36216735839844
2019-02-25,36.77088165283203,94.79045104980469
2019-02-26,36.56633377075195,94.71696472167969
2019-02-27,36.77088165283203,94.22691345214844
2019-02-28,37.09817123413086,95.21331787109375
2019-03-01,37.13089370727539,95.65791320800781
2019-03-04,37.35182189941406,95.64967346191406
2019-03-05,37.31089782714844,95.53440856933594
2019-03-06,37.18817138671875,96.0531234741211
2019-03-07,37.049072265625,95.592041015625
2019-03-08,36.68906021118164,94.87572479248047
2019-03-11,37.78548049926758,95.9954833984375
2019-03-12,37.67910385131836,95.97903442382812
2019-03-13,37.81820297241211,95.98725891113281
2019-03-14,37.71916198730469,95.09801483154297
2019-03-15,37.389007568359375,95.2297592163086
2019-03-18,37.47979736328125,96.55538940429688
2019-03-19,37.603607177734375,97.23051452636719
2019-03-20,37.57884979248047,97.41988372802734
2019-03-21,37.56233215332031,98.34205627441406
2019-03-22,37.908992767333984,99.3959732055664
2019-03-25,37.99152755737305,99.50299072265625
2019-03-26,38.49500274658203,100.46631622314453
2019-03-27,38.47024154663086,100.35930633544922
2019-03-28,38.44548416137695,100.31812286376953
2019-03-29,38.67658615112305,100.90271759033203
2019-04-01,38.561038970947266,100.44985961914062
2019-04-02,38.43722915649414,100.1864013671875
2019-04-03,38.11532974243164,100.08758544921875
2019-04-04,38.362937927246094,100.01348876953125
2019-04-05,38.35469436645508,100.13697814941406
2019-04-08,38.420711517333984,100.44985961914062
2019-04-09,38.51976013183594,100.58982849121094
2019-04-10,38.49500274658203,100.4828109741211
2019-04-11,38.55278396606445,100.17816162109375
2019-04-12,38.577537536621094,100.63924407958984
2019-04-15,38.79213333129883,101.81664276123047
2019-04-16,38.7508659362793,100.7874526977539
2019-04-17,39.023231506347656,104.57489776611328
2019-04-18,39.18830108642578,104.64077758789062
2019-04-22,39.122283935546875,104.10559844970703
2019-04-23,39.790828704833984,104.64077758789062
2019-04-24,39.60099411010742,104.50080108642578
2019-04-25,39.485435485839844,103.850341796875
2019-04-26,39.83208465576172,104.0726547241211
2019-04-29,39.964149475097656,104.3114242553711
2019-04-30,40.49238586425781,105.43118286132812
2019-05-01,40.104454040527344,104.7642822265625
2019-05-02,39.93938064575195,104.42670440673828
2019-05-03,40.21176528930664,105.11831665039062
2019-05-06,40.00541305541992,104.78898620605469
2019-05-07,39.61750030517578,103.72684478759766
2019-05-08,39.49369430541992,103.75975799560547
2019-05-09,39.122283935546875,103.78447723388672
2019-05-10,39.774330139160156,105.39824676513672
2019-05-13,39.65876770019531,104.69841766357422
2019-05-14,40.1870002746582,104.90423583984375
2019-05-15,40.59142303466797,106.5015640258789
2019-05-16,40.921573638916016,107.259033203125
2019-05-17,40.607940673828125,107.4566421508789
2019-05-20,40.31904983520508,107.02852630615234
2019-05-21,40.11271286010742,106.25455474853516
2019-05-22,40.97935485839844,107.09437561035156
2019-05-23,41.14442443847656,107.0120620727539
2019-05-24,40.94633865356445,106.62506103515625
2019-05-28,40.5254020690918,105.08537292480469
2019-05-29,40.12097930908203,105.5300064086914
2019-05-30,40.64920425415039,105.89226531982422
2019-05-31,40.55015182495117,105.39002227783203
2019-06-03,41.25172805786133,106.19693756103516
2019-06-04,41.26823043823242,106.27101135253906
2019-06-05,41.91201400756836,108.18119812011719
