x,y,alpha,beta,eg_p,adf_p,half_life,score,corr,score_rounded
KO,PEP,-12.677466178800088,2.940982359300223,0.4147689090181986,0.20075871823574926,inf,0.44621105090157914,0.7375264901480457,0.4462110509
