Date,spread,z,side,entry_flag,exit_flag,w_x,w_y,x,y
2019-01-09,-24.273892963507407,-0.5544709206282025,0,0,1,-0.0,0.0,38.104583740234375,87.791015625
2019-01-10,-24.938022354559152,-1.214328268647236,1,1,0,-1.0,1.0,38.51369857788086,88.33008575439453
2019-01-11,-25.579593599205282,-1.7542158333358913,0,0,1,-0.0,0.0,38.734622955322266,88.33824920654297
2019-01-14,-25.808437844778084,-1.8279967613053512,1,1,0,-1.0,1.0,38.57916259765625,87.6521987915039
2019-01-15,-25.45514543248882,-1.4095563736118355,0,0,1,-0.0,0.0,38.92280197143555,89.01612854003906
2019-01-16,-24.421923472090867,-0.24736674346527043,1,1,0,-1.0,1.0,38.390968322753906,88.48523712158203
2019-01-17,-24.04004510486793,0.22541047976276618,0,0,1,-0.0,0.0,38.50551223754883,89.20398712158203
2019-01-18,-24.66932041898646,-0.4758161038502985,1,1,0,-1.0,1.0,38.955528259277344,89.89820098876953
2019-01-22,-25.064722796047946,-0.8754365784163471,0,0,1,-0.0,0.0,39.0455436706543,89.76753234863281
2019-01-23,-25.718457949033663,-1.5127758546275272,1,1,0,-1.0,1.0,39.49555969238281,90.43728637695312
2019-01-24,-25.32738697121711,-0.9987320501374181,0,0,1,-0.0,0.0,39.020992279052734,89.43266296386719
2019-01-25,-24.679837734241815,-0.22183122906849112,1,1,0,-1.0,1.0,38.759159088134766,89.31016540527344
2019-01-28,-24.631451117537793,-0.10461425122870774,0,0,1,-0.0,0.0,38.595516204833984,88.87728118896484
2019-01-29,-25.037909177798554,-0.5759001124934652,1,1,0,-1.0,1.0,38.7837028503418,89.02427673339844
2019-01-30,-24.658376960563288,-0.08376690153927568,0,0,1,-0.0,0.0,39.16008758544922,90.51074981689452
2019-01-31,-23.79714058802189,1.1658620543522784,1,1,0,-1.0,1.0,39.381011962890625,92.02172088623048
2019-02-01,-25.56077264622536,-1.3515395657396163,0,0,1,-0.0,0.0,39.84739303588867,91.62970733642578
2019-02-04,-26.149245508121894,-2.034200053786796,1,1,0,-1.0,1.0,40.29741668701172,92.36474609375
2019-02-05,-26.32845794929294,-2.025886790985654,0,0,1,-0.0,0.0,40.30559539794922,92.20958709716795
2019-02-06,-26.205945131910113,-1.7343975410712997,1,1,0,-1.0,1.0,40.30559539794922,92.33209991455078
2019-02-07,-26.558333569452785,-1.9350392542419295,0,0,1,-0.0,0.0,40.43651580810547,92.36474609375
2019-02-08,-26.80798786373711,-1.9782389347419098,1,1,0,-1.0,1.0,40.50196838378906,92.30758666992188
2019-02-11,-27.113539311672966,-2.049686794459367,0,0,1,-0.0,0.0,40.59197616577149,92.2667465209961
2019-02-12,-26.564157967014467,-1.426988896572853,1,1,0,-1.0,1.0,40.63289260864258,92.93646240234376
2019-02-13,-26.607418427456125,-1.3715980594459058,0,0,1,-0.0,0.0,40.739253997802734,93.2060089111328
2019-02-14,-17.750319847424066,4.260262849508919,1,1,0,-1.0,1.0,37.302738189697266,91.95637512207033
2019-02-15,-14.19648947311795,4.031495792354344,0,0,1,-0.0,0.0,37.016353607177734,94.66795349121094
2019-02-19,-13.193518542545675,3.3276375123073736,1,1,0,-1.0,1.0,36.680877685546875,94.68429565429688
2019-02-20,-13.924922318234422,2.6200589732352606,0,0,1,-0.0,0.0,36.901798248291016,94.60261535644533
2019-02-21,-15.533245824920087,1.973941803833778,1,1,0,-1.0,1.0,37.523643493652344,94.82312774658205
